Estadísticas Climatológicas Normales - período 1981-2010													
													
Se deja constancia que la información vertida en el presente informe puede sufrir variaciones debido a los procesos de consistencia y depuración a los que es sometida la misma													
S/D: Sin Dato													
													
Estación	Valor Medio de	Ene	Feb	Mar	Abr	May	Jun	Jul	Ago	Sep	Oct	Nov	Dic
SAN MIGUEL	Temperatura mínima (°C)	18.6	17.8	16.1	12.2	9.0	6.6	6.0	7.2	9.0	11.9	14.6	17.1
SAN MIGUEL	Humedad relativa (%)	69.4	74.4	77.6	80.6	82.7	82.8	81.0	76.9	74.2	73.1	70.9	69.5
SAN MIGUEL	Velocidad del Viento (km/h)	8.6	7.4	6.6	6.1	6.1	6.6	6.5	7.8	8.8	9.2	9.1	8.7
SAN MIGUEL	Nubosidad total (octavos)	3.9	3.7	3.7	4.0	4.4	4.8	4.6	4.3	4.3	4.1	4.1	3.9
SAN MIGUEL	Precipitación (mm)	116.3	128.6	118.0	110.1	74.1	51.4	59.7	58.6	S/D	124.9	121.5	108.4
SAN MIGUEL	Frecuencia de días con Precipitación superior a 0.1 mm	8.4	8.2	8.6	9.9	7.1	7.5	7.3	6.7	S/D	9.9	9.9	9.2
EL PALOMAR AERO	Temperatura (°C)	24.1	22.9	20.9	16.7	13.1	10.2	9.6	11.6	13.6	16.8	19.7	22.4
EL PALOMAR AERO	Temperatura máxima (°C)	29.9	28.5	26.5	22.5	18.9	15.7	15.1	17.4	19.2	22.3	25.2	28.3
EL PALOMAR AERO	Temperatura mínima (°C)	18.1	17.3	15.5	11.4	7.9	5.5	4.8	6.2	8.0	11.2	13.7	16.4
EL PALOMAR AERO	Humedad relativa (%)	65.8	70.8	74.9	78.9	80.7	81.0	79.4	75.9	72.3	71.9	68.9	65.8
EL PALOMAR AERO	Velocidad del Viento (km/h)	11.4	10.9	9.6	8.7	8.6	9.1	9.8	11.0	12.6	11.9	12.1	11.7
EL PALOMAR AERO	Nubosidad total (octavos)	3.5	3.4	3.4	3.7	4.0	4.4	4.2	4.0	3.9	4.0	3.8	3.5
EL PALOMAR AERO	Precipitación (mm)	117.5	115.0	121.9	104.3	78.9	49.7	50.3	54.5	57.2	117.7	106.6	105.9
EL PALOMAR AERO	Frecuencia de días con Precipitación superior a 0.1 mm	7.6	7.3	7.9	8.0	6.0	6.0	5.9	6.0	6.6	9.0	8.5	7.9
EZEIZA AERO	Temperatura (°C)	23.9	22.7	20.8	16.7	13.2	10.3	9.6	11.5	13.4	16.7	19.6	22.3
EZEIZA AERO	Temperatura máxima (°C)	30.2	28.5	26.7	22.5	18.8	15.6	14.9	17.3	19.0	22.2	25.4	28.5
EZEIZA AERO	Temperatura mínima (°C)	17.7	16.9	15.3	11.4	8.2	5.8	4.9	6.1	7.8	10.9	13.5	15.9
EZEIZA AERO	Humedad relativa (%)	66.3	71.6	75.3	78.6	79.4	79.7	78.9	75.7	72.9	72.0	69.3	66.2
EZEIZA AERO	Velocidad del Viento (km/h)	13.3	12.5	11.2	10.5	10.3	10.9	11.5	12.5	14.1	13.7	13.9	13.4
EZEIZA AERO	Nubosidad total (octavos)	3.6	3.6	3.6	3.8	4.3	4.7	4.5	4.3	4.2	4.1	4.0	3.7
EZEIZA AERO	Precipitación (mm)	101.7	113.1	114.4	93.2	76.6	47.3	47.2	55.1	59.7	110.5	103.0	98.0
EZEIZA AERO	Frecuencia de días con Precipitación superior a 0.1 mm	7.6	7.6	8.3	8.3	6.5	6.7	6.7	6.6	7.0	9.6	9.3	8.4
AEROPARQUE AERO	Temperatura (°C)	24.5	23.5	22.0	18.2	15.0	12.0	11.2	12.7	14.4	17.7	20.3	22.9
AEROPARQUE AERO	Temperatura máxima (°C)	28.4	27.2	25.5	21.7	18.3	15.1	14.3	16.3	17.9	21.2	24.2	27.0
AEROPARQUE AERO	Temperatura mínima (°C)	20.8	20.0	18.6	14.9	11.9	9.1	8.3	9.6	11.1	14.1	16.6	19.1
AEROPARQUE AERO	Humedad relativa (%)	67.8	70.9	72.3	74.6	75.5	77.5	76.6	74.8	72.2	70.5	68.7	66.6
AEROPARQUE AERO	Velocidad del Viento (km/h)	17.2	16.4	15.5	14.1	13.7	13.4	14.2	15.3	17.7	17.7	18.1	17.4
AEROPARQUE AERO	Nubosidad total (octavos)	3.1	3.2	3.2	3.4	3.9	4.3	4.1	3.9	3.8	3.7	3.5	3.3
AEROPARQUE AERO	Precipitación (mm)	117.4	107.7	127.6	105.6	84.4	48.7	52.8	56.3	61.7	110.4	103.7	105.2
AEROPARQUE AERO	Frecuencia de días con Precipitación superior a 0.1 mm	8.3	7.9	8.3	8.3	6.3	6.3	6.5	6.1	6.8	9.4	8.9	8.2
BUENOS AIRES	Temperatura (°C)	24.9	23.6	21.9	17.9	14.6	11.6	11.0	12.8	14.6	17.9	20.6	23.3
BUENOS AIRES	Temperatura máxima (°C)	30.1	28.7	26.8	22.9	19.3	16.0	15.3	17.7	19.3	22.7	25.6	28.5
BUENOS AIRES	Temperatura mínima (°C)	20.1	19.2	17.7	13.8	10.7	8.1	7.4	8.8	10.3	13.3	15.9	18.4
BUENOS AIRES	Humedad relativa (%)	64.7	69.7	72.6	76.3	77.5	78.7	77.4	73.2	70.1	69.1	66.7	63.6
BUENOS AIRES	Velocidad del Viento (km/h)	10.0	9.5	8.8	7.7	7.9	8.2	8.6	9.2	10.2	10.1	10.2	10.2
BUENOS AIRES	Nubosidad total (octavos)	3.3	3.3	3.3	3.5	4.0	4.4	4.1	4.0	3.9	3.8	3.7	3.4
BUENOS AIRES	Precipitación (mm)	138.7	127.2	140.1	118.9	92.3	58.7	60.5	64.4	72.2	127.2	117.5	118.9
BUENOS AIRES	Frecuencia de días con Precipitación superior a 0.1 mm	9.0	8.0	8.8	9.1	7.1	7.1	7.2	6.8	7.4	10.2	9.8	9.2
LA PLATA AERO	Temperatura (°C)	22.8	21.8	20.0	16.2	12.7	9.9	8.9	10.7	12.5	15.7	18.4	21.1
LA PLATA AERO	Temperatura máxima (°C)	28.9	27.6	25.7	21.8	18.0	14.7	14.0	16.3	17.8	21.1	24.1	27.3
LA PLATA AERO	Temperatura mínima (°C)	17.5	16.9	15.4	11.6	8.4	5.9	5.1	6.3	7.7	10.7	13.4	15.8
LA PLATA AERO	Humedad relativa (%)	73.6	78.1	80.6	81.9	83.2	84.2	83.3	81.1	79.2	79.1	76.4	72.9
LA PLATA AERO	Velocidad del Viento (km/h)	13.6	13.5	12.3	10.5	10.6	10.6	11.3	12.6	14.4	13.8	13.9	14.2
LA PLATA AERO	Nubosidad total (octavos)	3.2	3.2	3.2	3.4	3.8	4.2	4.1	3.9	3.8	3.8	3.5	3.3
LA PLATA AERO	Precipitación (mm)	108.8	114.3	124.5	86.8	79.3	52.6	61.4	61.3	69.8	110.6	103.9	95.2
LA PLATA AERO	Frecuencia de días con Precipitación superior a 0.1 mm	8.1	7.2	8.0	7.4	6.0	6.2	6.3	6.4	6.9	8.8	8.4	7.6
PUNTA INDIO B.A.	Temperatura (°C)	22.8	22.0	20.4	16.5	12.9	10.0	9.0	10.7	12.5	15.7	18.5	21.2
PUNTA INDIO B.A.	Temperatura máxima (°C)	28.0	26.8	25.2	21.4	17.9	14.6	13.8	15.7	17.2	20.6	23.3	26.3
PUNTA INDIO B.A.	Temperatura mínima (°C)	18.3	17.6	16.2	12.3	9.0	6.2	5.4	6.7	8.2	11.3	14.0	16.7
PUNTA INDIO B.A.	Humedad relativa (%)	76.7	79.7	81.5	83.7	85.2	86.2	86.0	84.4	82.1	80.9	78.9	76.1
PUNTA INDIO B.A.	Velocidad del Viento (km/h)	18.8	17.9	16.2	14.0	14.3	13.8	14.4	16.3	18.5	18.1	18.3	19.2
PUNTA INDIO B.A.	Nubosidad total (octavos)	3.7	3.6	3.5	3.6	4.1	4.4	4.3	4.2	4.1	4.1	4.0	3.8
PUNTA INDIO B.A.	Precipitación (mm)	84.1	112.6	109.2	95.2	68.5	64.7	64.7	71.1	73.3	100.2	107.9	78.7
PUNTA INDIO B.A.	Frecuencia de días con Precipitación superior a 0.1 mm	6.2	7.3	7.4	7.3	6.0	5.3	6.4	6.5	6.3	8.4	7.4	6.6
SANTA ROSA AERO	Temperatura (°C)	23.6	22.1	19.5	14.9	11.0	7.9	7.2	9.5	12.1	15.9	19.4	22.5
SANTA ROSA AERO	Temperatura máxima (°C)	31.0	29.8	26.9	22.4	18.0	14.7	14.2	17.2	19.7	23.1	26.7	29.8
SANTA ROSA AERO	Temperatura mínima (°C)	16.4	15.1	13.4	9.2	5.7	3.0	2.0	3.4	5.7	9.2	12.2	15.1
SANTA ROSA AERO	Humedad relativa (%)	58.6	62.6	69.6	72.1	75.4	75.9	72.7	64.8	63.0	62.1	57.6	55.4
SANTA ROSA AERO	Velocidad del Viento (km/h)	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D
SANTA ROSA AERO	Nubosidad total (octavos)	3.4	3.1	3.4	3.6	4.2	4.6	4.3	4.0	4.0	3.9	3.6	3.4
SANTA ROSA AERO	Precipitación (mm)	94.6	81.0	102.3	58.0	32.9	15.5	21.5	28.1	50.9	74.7	81.7	104.3
SANTA ROSA AERO	Frecuencia de días con Precipitación superior a 0.1 mm	9.1	6.8	8.0	6.0	5.1	4.3	4.3	3.7	5.7	8.5	7.8	8.4
CORONEL SUÁREZ AERO	Temperatura (°C)	21.0	19.8	17.5	13.3	9.5	6.6	5.9	7.9	10.3	13.5	16.6	20.0
CORONEL SUÁREZ AERO	Temperatura máxima (°C)	28.7	27.4	24.8	20.4	16.1	12.7	12.3	14.9	17.1	20.3	23.9	27.4
CORONEL SUÁREZ AERO	Temperatura mínima (°C)	13.8	12.7	11.1	7.0	3.8	1.3	0.4	1.4	3.4	6.6	9.3	12.0
CORONEL SUÁREZ AERO	Humedad relativa (%)	64.7	69.4	74.4	76.7	79.7	81.1	79.1	72.8	71.3	71.7	66.9	62.1
CORONEL SUÁREZ AERO	Velocidad del Viento (km/h)	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D
CORONEL SUÁREZ AERO	Nubosidad total (octavos)	3.9	3.5	3.7	3.7	4.2	4.6	4.3	4.2	4.1	4.1	3.9	3.9
CORONEL SUÁREZ AERO	Precipitación (mm)	112.3	80.4	95.9	70.9	47.4	22.1	28.5	32.4	58.1	99.7	74.3	84.1
CORONEL SUÁREZ AERO	Frecuencia de días con Precipitación superior a 0.1 mm	9.2	6.6	8.9	7.2	6.1	5.0	5.3	5.0	6.8	9.7	8.8	8.9
TANDIL AERO	Temperatura (°C)	20.8	19.7	17.6	13.5	10.0	7.2	6.3	8.1	10.1	13.5	16.4	19.3
TANDIL AERO	Temperatura máxima (°C)	28.1	26.8	24.3	20.3	16.4	13.0	12.4	14.7	16.6	19.8	23.0	26.4
TANDIL AERO	Temperatura mínima (°C)	13.6	13.0	11.5	7.6	4.8	2.3	1.4	2.6	4.1	7.2	9.7	11.9
TANDIL AERO	Humedad relativa (%)	68.3	73.0	76.9	78.1	80.7	81.0	80.7	76.2	74.6	73.5	70.7	66.5
TANDIL AERO	Velocidad del Viento (km/h)	13.8	12.7	12.0	11.1	11.4	12.1	12.5	14.0	15.4	15.5	14.9	14.4
TANDIL AERO	Nubosidad total (octavos)	3.5	3.4	3.6	3.6	4.1	4.5	4.4	4.2	4.2	4.1	3.9	3.5
TANDIL AERO	Precipitación (mm)	108.5	90.2	98.8	71.3	59.7	37.2	37.6	45.2	58.6	97.7	94.6	79.2
TANDIL AERO	Frecuencia de días con Precipitación superior a 0.1 mm	8.7	6.9	8.3	6.7	5.9	5.5	6.1	5.5	6.8	9.2	8.5	7.4
DOLORES AERO	Temperatura (°C)	21.8	20.8	19.0	15.1	11.6	8.7	7.8	9.8	11.7	14.9	17.6	20.3
DOLORES AERO	Temperatura máxima (°C)	28.6	27.4	25.6	21.6	17.9	14.3	13.6	15.9	17.5	21.0	23.8	27.0
DOLORES AERO	Temperatura mínima (°C)	S/D	14.7	13.3	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D
DOLORES AERO	Humedad relativa (%)	73.5	77.2	79.8	81.5	83.4	84.9	84.0	81.3	79.7	77.6	75.3	72.0
DOLORES AERO	Velocidad del Viento (km/h)	10.0	8.4	7.6	7.9	7.7	8.2	9.9	10.2	11.2	11.4	12.0	10.8
DOLORES AERO	Nubosidad total (octavos)	3.6	3.3	3.4	3.5	3.9	4.3	4.2	4.0	4.0	4.0	3.8	3.6
DOLORES AERO	Precipitación (mm)	108.4	99.8	90.4	97.4	58.7	59.9	59.6	59.0	S/D	102.1	108.7	83.9
DOLORES AERO	Frecuencia de días con Precipitación superior a 0.1 mm	8.3	8.1	8.4	7.9	7.2	7.4	7.2	6.7	S/D	9.7	9.4	8.3
PIGÜÉ AERO	Temperatura (°C)	21.1	20.0	17.6	13.4	9.7	6.8	6.1	8.2	10.2	13.5	16.7	20.1
PIGÜÉ AERO	Temperatura máxima (°C)	28.8	27.4	24.5	19.8	15.6	12.2	11.6	14.4	16.7	20.0	23.7	27.5
PIGÜÉ AERO	Temperatura mínima (°C)	14.3	13.3	11.7	7.7	4.6	2.1	1.2	2.5	4.1	7.3	9.9	12.8
PIGÜÉ AERO	Humedad relativa (%)	61.0	65.6	70.9	73.8	77.3	78.7	76.5	69.2	69.0	68.0	63.8	58.5
PIGÜÉ AERO	Velocidad del Viento (km/h)	11.9	10.8	10.2	9.1	8.8	9.4	10.9	12.0	12.8	12.4	12.9	12.5
PIGÜÉ AERO	Nubosidad total (octavos)	3.8	3.6	3.8	3.9	4.5	5.0	4.6	4.5	4.3	4.2	4.1	3.9
PIGÜÉ AERO	Precipitación (mm)	S/D	101.6	92.8	S/D	S/D	22.5	26.2	34.8	63.2	95.5	87.1	88.3
PIGÜÉ AERO	Frecuencia de días con Precipitación superior a 0.1 mm	S/D	7.4	8.4	S/D	S/D	6.3	6.5	5.9	7.2	9.7	8.9	8.9
TRES ARROYOS	Temperatura (°C)	21.5	20.4	18.1	14.1	10.6	7.8	7.1	8.8	10.6	13.8	16.9	20.0
TRES ARROYOS	Temperatura máxima (°C)	29.3	27.7	25.1	20.6	16.4	13.1	12.5	14.9	17.0	20.2	23.8	27.4
TRES ARROYOS	Temperatura mínima (°C)	15.1	14.5	12.9	9.2	6.3	3.8	3.0	4.0	5.4	8.2	10.8	13.3
TRES ARROYOS	Humedad relativa (%)	60.0	66.5	70.6	73.0	76.7	77.0	76.1	70.6	70.1	68.9	64.3	59.3
TRES ARROYOS	Velocidad del Viento (km/h)	14.9	13.4	12.7	12.9	12.1	13.0	13.1	13.7	13.8	15.1	15.4	16.4
TRES ARROYOS	Nubosidad total (octavos)	3.7	3.6	3.8	3.9	4.6	4.9	4.8	4.6	4.6	4.3	4.1	3.7
TRES ARROYOS	Precipitación (mm)	85.1	99.5	83.5	74.5	59.3	34.5	43.2	42.3	63.1	82.5	88.3	80.0
TRES ARROYOS	Frecuencia de días con Precipitación superior a 0.1 mm	9.2	8.2	9.5	9.3	8.3	7.3	9.0	7.7	8.8	10.8	9.5	9.1
MAR DEL PLATA AERO	Temperatura (°C)	20.4	19.8	18.2	14.5	11.2	8.4	7.5	8.8	10.4	13.3	15.9	18.5
MAR DEL PLATA AERO	Temperatura máxima (°C)	26.5	25.6	23.9	20.4	16.8	13.6	12.7	14.5	15.9	18.9	21.7	24.5
MAR DEL PLATA AERO	Temperatura mínima (°C)	14.6	14.3	13.0	9.2	6.3	3.8	3.1	4.1	5.3	7.8	10.2	12.6
MAR DEL PLATA AERO	Humedad relativa (%)	74.4	76.9	79.3	80.5	82.4	82.7	82.5	80.8	79.6	78.4	76.5	74.6
MAR DEL PLATA AERO	Velocidad del Viento (km/h)	16.0	14.8	13.7	12.3	12.2	12.8	12.6	13.6	14.0	15.4	15.8	16.2
MAR DEL PLATA AERO	Nubosidad total (octavos)	3.7	3.7	3.8	4.0	4.3	4.7	4.6	4.5	4.5	4.2	4.1	3.8
MAR DEL PLATA AERO	Precipitación (mm)	94.9	93.9	95.7	85.5	66.4	57.4	55.7	55.9	57.3	89.3	81.3	92.8
MAR DEL PLATA AERO	Frecuencia de días con Precipitación superior a 0.1 mm	8.3	7.9	9.0	9.1	8.6	8.5	8.8	7.9	7.9	9.8	9.6	8.8
NEUQUÉN AERO	Temperatura (°C)	23.7	22.3	18.9	13.4	9.2	6.6	5.8	8.1	11.4	15.6	19.4	22.4
NEUQUÉN AERO	Temperatura máxima (°C)	31.9	30.6	27.0	21.6	16.5	12.9	12.9	15.9	18.9	23.2	27.1	30.2
NEUQUÉN AERO	Temperatura mínima (°C)	15.5	14.2	11.6	6.8	3.5	1.5	0.2	1.6	4.4	8.2	11.6	14.5
NEUQUÉN AERO	Humedad relativa (%)	36.7	44.0	53.4	62.2	67.7	71.7	68.5	58.7	51.1	44.3	38.3	36.1
NEUQUÉN AERO	Velocidad del Viento (km/h)	12.8	11.3	9.9	8.8	8.3	9.3	9.5	9.7	10.3	12.8	13.9	13.8
NEUQUÉN AERO	Nubosidad total (octavos)	2.6	2.6	3.1	3.5	4.3	4.8	4.4	4.3	4.0	3.8	3.4	3.1
NEUQUÉN AERO	Precipitación (mm)	12.9	11.9	23.6	15.3	21.1	23.5	15.9	11.4	19.3	20.3	14.5	11.2
NEUQUÉN AERO	Frecuencia de días con Precipitación superior a 0.1 mm	2.7	2.6	3.5	4.9	5.5	7.1	4.9	3.9	4.6	4.1	2.9	3.0
BAHÍA BLANCA AERO	Temperatura (°C)	23.6	22.1	19.4	14.9	11.1	8.1	7.5	9.4	11.6	15.1	18.7	22.0
BAHÍA BLANCA AERO	Temperatura máxima (°C)	31.1	29.6	26.6	21.8	17.5	14.1	13.7	16.3	18.5	22.2	25.9	29.3
BAHÍA BLANCA AERO	Temperatura mínima (°C)	16.3	15.2	13.4	9.2	6.0	3.3	2.4	3.9	5.6	8.5	11.4	14.4
BAHÍA BLANCA AERO	Humedad relativa (%)	54.1	60.5	66.5	70.5	74.5	75.1	73.8	68.9	67.2	64.8	58.5	53.3
BAHÍA BLANCA AERO	Velocidad del Viento (km/h)	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D
BAHÍA BLANCA AERO	Nubosidad total (octavos)	3.3	3.0	3.3	3.5	4.0	4.3	4.1	4.1	4.0	3.9	3.6	3.4
BAHÍA BLANCA AERO	Precipitación (mm)	67.1	67.1	75.2	54.5	41.2	31.5	31.1	34.5	51.6	73.3	56.8	67.3
BAHÍA BLANCA AERO	Frecuencia de días con Precipitación superior a 0.1 mm	7.6	6.4	8.1	7.0	5.5	5.9	5.9	5.1	6.7	8.9	7.0	7.0
BARILOCHE AERO	Temperatura (°C)	15.0	14.8	11.9	7.9	4.9	2.9	2.1	3.0	5.1	8.0	10.8	13.5
BARILOCHE AERO	Temperatura máxima (°C)	22.6	23.0	19.7	14.6	10.2	6.9	6.7	8.3	11.5	14.8	17.9	20.5
BARILOCHE AERO	Temperatura mínima (°C)	6.6	6.3	4.7	2.3	0.6	-0.6	-1.6	-1.1	-0.2	1.8	3.7	5.9
BARILOCHE AERO	Humedad relativa (%)	54.1	54.8	62.4	69.8	76.4	80.2	78.9	75.9	68.2	62.5	57.7	54.9
BARILOCHE AERO	Velocidad del Viento (km/h)	22.9	19.8	18.3	19.1	15.9	17.9	16.6	16.8	17.1	23.4	25.4	25.2
BARILOCHE AERO	Nubosidad total (octavos)	2.9	2.7	3.4	4.0	4.9	5.5	5.0	4.8	4.2	4.0	3.6	3.3
BARILOCHE AERO	Precipitación (mm)	20.0	15.3	35.2	58.9	130.1	170.1	122.1	101.4	56.5	49.4	29.3	23.4
BARILOCHE AERO	Frecuencia de días con Precipitación superior a 0.1 mm	3.7	3.4	6.7	8.2	13.6	16.1	14.0	13.0	9.1	8.3	5.4	4.6
MAQUINCHAO	Temperatura (°C)	18.0	17.5	14.1	8.9	4.4	1.4	0.5	2.7	5.7	9.8	13.5	16.6
MAQUINCHAO	Temperatura máxima (°C)	26.4	25.7	21.9	16.3	10.9	6.6	6.2	9.2	12.9	16.9	20.9	24.2
MAQUINCHAO	Temperatura mínima (°C)	9.3	9.1	6.6	2.3	-0.6	-2.9	-4.6	-3.1	-1.1	2.3	5.4	7.9
MAQUINCHAO	Humedad relativa (%)	42.8	46.9	52.7	59.6	67.1	72.0	69.5	64.5	58.1	52.3	47.6	44.8
MAQUINCHAO	Velocidad del Viento (km/h)	11.6	9.1	8.4	8.0	6.1	7.5	6.9	8.3	8.3	12.6	13.7	12.7
MAQUINCHAO	Nubosidad total (octavos)	2.8	2.7	3.3	3.5	4.0	4.4	3.9	3.9	3.7	3.7	3.5	3.2
MAQUINCHAO	Precipitación (mm)	S/D	S/D	26.2	20.7	23.3	28.1	S/D	11.5	14.9	18.6	S/D	S/D
MAQUINCHAO	Frecuencia de días con Precipitación superior a 0.1 mm	S/D	S/D	3.2	3.6	5.1	6.9	S/D	3.4	3.5	3.2	S/D	S/D
VIEDMA AERO	Temperatura (°C)	22.1	20.8	18.3	13.8	9.9	7.2	6.6	8.2	10.5	14.3	17.7	20.6
VIEDMA AERO	Temperatura máxima (°C)	29.4	28.3	25.3	20.9	16.3	13.1	12.8	15.1	17.5	21.4	25.0	27.9
VIEDMA AERO	Temperatura mínima (°C)	14.7	14.1	12.0	7.8	4.7	2.4	1.5	2.3	4.0	7.1	10.1	12.9
VIEDMA AERO	Humedad relativa (%)	50.2	56.1	62.8	67.3	73.4	75.0	72.1	66.9	64.0	57.8	51.0	48.2
VIEDMA AERO	Velocidad del Viento (km/h)	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D	S/D
VIEDMA AERO	Nubosidad total (octavos)	2.9	2.8	3.1	3.3	3.9	4.2	4.0	3.9	3.8	3.6	3.4	3.1
VIEDMA AERO	Precipitación (mm)	31.4	43.0	54.1	41.8	28.8	25.6	26.0	22.3	25.2	30.3	23.6	21.3
VIEDMA AERO	Frecuencia de días con Precipitación superior a 0.1 mm	5.2	5.6	6.0	6.4	7.1	8.0	7.2	5.8	5.5	6.1	5.1	5.0
ESQUEL AERO	Temperatura (°C)	15.1	15.0	12.3	8.2	4.9	2.4	1.5	3.2	5.5	8.4	11.2	13.6
ESQUEL AERO	Temperatura máxima (°C)	21.7	22.2	19.1	14.4	10.1	6.7	6.1	8.5	11.8	14.7	17.6	19.9
ESQUEL AERO	Temperatura mínima (°C)	8.2	7.7	5.5	2.7	0.5	-1.8	-2.8	-1.4	0.0	2.3	4.7	7.0
ESQUEL AERO	Humedad relativa (%)	48.0	50.1	56.5	63.5	72.2	76.6	75.5	70.9	62.9	55.2	50.0	48.1
ESQUEL AERO	Velocidad del Viento (km/h)	23.4	20.0	17.2	17.4	14.5	15.4	14.6	14.7	15.8	20.6	23.5	23.8
ESQUEL AERO	Nubosidad total (octavos)	3.3	3.0	3.5	3.8	4.4	4.7	4.5	4.3	4.1	3.9	3.7	3.6
ESQUEL AERO	Precipitación (mm)	18.8	18.4	24.5	43.1	65.0	79.4	60.2	47.0	35.7	28.3	20.8	20.8
ESQUEL AERO	Frecuencia de días con Precipitación superior a 0.1 mm	3.8	3.7	5.6	7.0	9.7	11.0	9.4	9.6	7.3	6.1	4.4	4.1
TRELEW AERO	Temperatura (°C)	21.5	20.3	17.6	13.3	9.2	6.2	5.8	7.7	10.4	14.1	17.4	20.0
TRELEW AERO	Temperatura máxima (°C)	29.2	28.1	25.0	20.7	15.7	12.2	12.3	14.8	17.5	21.2	24.9	27.5
TRELEW AERO	Temperatura mínima (°C)	13.6	12.6	10.5	6.7	3.4	0.8	0.2	1.4	3.6	6.5	9.5	11.9
TRELEW AERO	Humedad relativa (%)	41.7	49.0	53.6	57.0	65.7	69.6	66.9	61.2	56.6	49.6	44.1	41.7
TRELEW AERO	Velocidad del Viento (km/h)	24.2	23.0	20.2	19.1	16.6	17.7	17.9	18.4	18.3	22.5	23.7	23.9
TRELEW AERO	Nubosidad total (octavos)	3.6	3.5	3.7	3.8	4.3	4.3	4.2	4.2	4.2	4.2	3.9	3.9
TRELEW AERO	Precipitación (mm)	13.6	18.9	23.3	24.8	26.3	22.2	17.8	13.9	14.6	19.2	13.7	13.9
TRELEW AERO	Frecuencia de días con Precipitación superior a 0.1 mm	3.8	4.1	5.4	4.6	7.1	8.0	6.0	6.3	6.1	6.0	4.7	3.9
COMODORO RIVADAVIA AERO	Temperatura (°C)	19.7	18.8	16.3	13.1	9.6	6.9	6.6	7.9	10.1	13.0	15.9	18.2
COMODORO RIVADAVIA AERO	Temperatura máxima (°C)	26.1	25.0	22.4	18.6	14.2	10.9	10.8	12.8	15.4	18.8	22.1	24.5
COMODORO RIVADAVIA AERO	Temperatura mínima (°C)	13.6	12.9	10.9	8.3	5.5	3.1	2.7	3.6	5.1	7.5	10.0	12.1
COMODORO RIVADAVIA AERO	Humedad relativa (%)	37.9	42.7	47.2	49.4	57.3	60.1	57.2	54.2	51.5	45.9	40.8	38.9
COMODORO RIVADAVIA AERO	Velocidad del Viento (km/h)	25.9	21.2	20.7	22.8	19.4	22.4	19.5	19.2	19.5	23.3	25.1	25.6
COMODORO RIVADAVIA AERO	Nubosidad total (octavos)	4.3	4.1	4.1	4.2	4.5	4.5	4.5	4.4	4.5	4.6	4.5	4.5
COMODORO RIVADAVIA AERO	Precipitación (mm)	11.6	14.4	18.2	25.4	37.4	35.9	23.4	20.1	20.1	16.4	14.5	10.1
COMODORO RIVADAVIA AERO	Frecuencia de días con Precipitación superior a 0.1 mm	2.9	3.5	4.7	5.0	6.9	6.7	5.8	6.1	6.3	5.4	4.6	3.9
SAN JULIÁN AERO	Temperatura (°C)	16.3	15.6	13.2	9.8	6.2	3.4	3.2	4.8	7.4	10.4	13.2	15.1
SAN JULIÁN AERO	Temperatura máxima (°C)	23.1	22.2	19.7	15.7	10.7	7.1	7.3	9.9	13.3	16.6	19.6	21.5
SAN JULIÁN AERO	Temperatura mínima (°C)	9.7	9.2	7.4	4.9	2.0	-0.1	-0.4	0.6	2.2	4.4	6.7	8.6
SAN JULIÁN AERO	Humedad relativa (%)	50.9	55.3	58.0	62.5	69.9	74.4	72.4	68.1	62.3	56.4	51.6	51.4
SAN JULIÁN AERO	Velocidad del Viento (km/h)	30.2	28.8	26.8	26.8	25.5	26.2	25.2	24.9	25.6	28.7	29.6	30.8
SAN JULIÁN AERO	Nubosidad total (octavos)	4.6	4.3	4.0	4.0	3.9	3.9	3.8	3.9	4.1	4.3	4.6	4.7
SAN JULIÁN AERO	Precipitación (mm)	14.3	22.5	23.4	19.1	31.1	33.7	22.5	18.3	14.3	17.3	14.9	20.2
SAN JULIÁN AERO	Frecuencia de días con Precipitación superior a 0.1 mm	6.4	6.3	6.7	7.4	8.6	8.4	6.5	6.8	5.9	6.4	6.6	7.5
RÍO GALLEGOS AERO	Temperatura (°C)	13.8	13.2	10.8	7.6	4.2	1.4	1.2	3.1	5.7	8.4	11.1	12.8
RÍO GALLEGOS AERO	Temperatura máxima (°C)	20.0	19.6	17.0	13.2	8.4	4.9	4.8	7.4	11.3	14.8	17.2	18.8
RÍO GALLEGOS AERO	Temperatura mínima (°C)	7.6	7.1	5.3	2.9	0.2	-2.0	-2.4	-0.6	0.9	2.4	4.8	6.6
RÍO GALLEGOS AERO	Humedad relativa (%)	52.4	56.8	62.3	68.9	76.2	80.2	78.4	73.7	66.4	58.0	52.8	52.0
RÍO GALLEGOS AERO	Velocidad del Viento (km/h)	27.1	25.6	22.8	22.5	19.4	19.0	18.6	19.7	20.3	24.1	26.7	27.4
RÍO GALLEGOS AERO	Nubosidad total (octavos)	5.6	5.2	4.9	4.8	4.5	4.3	4.3	4.4	4.7	4.8	5.2	5.6
